,scientific_name,park_name,total_observations,category,common_names,conservation_status
281,Aesculus californica,Great Smoky Mountains National Park,89,Vascular Plant,California Buckeye,
282,Aesculus californica,Yellowstone National Park,246,Vascular Plant,California Buckeye,
283,Aesculus californica,Yosemite National Park,128,Vascular Plant,California Buckeye,
284,Aesculus flava,Bryce National Park,117,Vascular Plant,Yellow Buckeye,
285,Aesculus flava,Great Smoky Mountains National Park,73,Vascular Plant,Yellow Buckeye,
286,Aesculus flava,Yellowstone National Park,212,Vascular Plant,Yellow Buckeye,
287,Aesculus flava,Yosemite National Park,119,Vascular Plant,Yellow Buckeye,
288,Aesculus glabra,Bryce National Park,76,Vascular Plant,Ohio Buckeye,
289,Aesculus glabra,Great Smoky Mountains National Park,94,Vascular Plant,Ohio Buckeye,
290,Aesculus glabra,Yellowstone National Park,247,Vascular Plant,Ohio Buckeye,
291,Aesculus glabra,Yosemite National Park,163,Vascular Plant,Ohio Buckeye,
292,Aesculus pavia,Bryce National Park,133,Vascular Plant,Red Buckeye,
293,Aesculus pavia,Great Smoky Mountains National Park,49,Vascular Plant,Red Buckeye,
294,Aesculus pavia,Yellowstone National Park,199,Vascular Plant,Red Buckeye,
295,Aesculus pavia,Yosemite National Park,164,Vascular Plant,Red Buckeye,
296,Aesculus sylvatica,Bryce National Park,100,Vascular Plant,Painted Buckeye,
297,Aesculus sylvatica,Great Smoky Mountains National Park,69,Vascular Plant,Painted Buckeye,
298,Aesculus sylvatica,Yellowstone National Park,263,Vascular Plant,Painted Buckeye,
299,Aesculus sylvatica,Yosemite National Park,157,Vascular Plant,Painted Buckeye,
300,Agalinis purpurea,Bryce National Park,91,Vascular Plant,"Large-Purple False-Foxglove, Purple Gerardia",
301,Agalinis purpurea,Great Smoky Mountains National Park,71,Vascular Plant,"Large-Purple False-Foxglove, Purple Gerardia",
302,Agalinis purpurea,Yellowstone National Park,263,Vascular Plant,"Large-Purple False-Foxglove, Purple Gerardia",
303,Agalinis purpurea,Yosemite National Park,176,Vascular Plant,"Large-Purple False-Foxglove, Purple Gerardia",
304,Agalinis setacea,Bryce National Park,116,Vascular Plant,"Narrow-Leaved Gerardia, Thread-Leaved Gerardia",
305,Agalinis setacea,Great Smoky Mountains National Park,82,Vascular Plant,"Narrow-Leaved Gerardia, Thread-Leaved Gerardia",
306,Agalinis setacea,Yellowstone National Park,202,Vascular Plant,"Narrow-Leaved Gerardia, Thread-Leaved Gerardia",
307,Agalinis setacea,Yosemite National Park,190,Vascular Plant,"Narrow-Leaved Gerardia, Thread-Leaved Gerardia",
308,Agalinis tenuifolia,Bryce National Park,73,Vascular Plant,"Slender False-Foxglove, Slender Gerardia",
309,Agalinis tenuifolia,Great Smoky Mountains National Park,59,Vascular Plant,"Slender False-Foxglove, Slender Gerardia",
310,Agalinis tenuifolia,Yellowstone National Park,257,Vascular Plant,"Slender False-Foxglove, Slender Gerardia",
311,Agalinis tenuifolia,Yosemite National Park,145,Vascular Plant,"Slender False-Foxglove, Slender Gerardia",
312,Agastache nepetoides,Bryce National Park,106,Vascular Plant,"Giant Hyssop, Hyssop",
313,Agastache nepetoides,Great Smoky Mountains National Park,76,Vascular Plant,"Giant Hyssop, Hyssop",
314,Agastache nepetoides,Yellowstone National Park,237,Vascular Plant,"Giant Hyssop, Hyssop",
315,Agastache nepetoides,Yosemite National Park,144,Vascular Plant,"Giant Hyssop, Hyssop",
316,Agastache scrophulariifolia,Bryce National Park,116,Vascular Plant,"Giant Hyssop, Purple Giant Hyssop",
317,Agastache scrophulariifolia,Great Smoky Mountains National Park,55,Vascular Plant,"Giant Hyssop, Purple Giant Hyssop",
318,Agastache scrophulariifolia,Yellowstone National Park,232,Vascular Plant,"Giant Hyssop, Purple Giant Hyssop",
319,Agastache scrophulariifolia,Yosemite National Park,133,Vascular Plant,"Giant Hyssop, Purple Giant Hyssop",
320,Agastache urticifolia,Bryce National Park,95,Vascular Plant,"Horsemint Giant Hyssop, Nettleleaf Giant Hyssop",
321,Agastache urticifolia,Great Smoky Mountains National Park,57,Vascular Plant,"Horsemint Giant Hyssop, Nettleleaf Giant Hyssop",
322,Agastache urticifolia,Yellowstone National Park,236,Vascular Plant,"Horsemint Giant Hyssop, Nettleleaf Giant Hyssop",
323,Agastache urticifolia,Yosemite National Park,144,Vascular Plant,"Horsemint Giant Hyssop, Nettleleaf Giant Hyssop",
324,Agelaius phoeniceus,Bryce National Park,97,Bird,Red-Winged Blackbird,
325,Agelaius phoeniceus,Great Smoky Mountains National Park,83,Bird,Red-Winged Blackbird,
326,Agelaius phoeniceus,Yellowstone National Park,250,Bird,Red-Winged Blackbird,
327,Agelaius phoeniceus,Yosemite National Park,155,Bird,Red-Winged Blackbird,
328,Ageratina altissima,Bryce National Park,94,Vascular Plant,White Snakeroot,
329,Ageratina altissima,Great Smoky Mountains National Park,64,Vascular Plant,White Snakeroot,
330,Ageratina altissima,Yellowstone National Park,254,Vascular Plant,White Snakeroot,
331,Ageratina altissima,Yosemite National Park,178,Vascular Plant,White Snakeroot,
332,Ageratina altissima var. altissima,Bryce National Park,120,Vascular Plant,White Snakeroot,
333,Ageratina altissima var. altissima,Great Smoky Mountains National Park,81,Vascular Plant,White Snakeroot,
334,Ageratina altissima var. altissima,Yellowstone National Park,249,Vascular Plant,White Snakeroot,
335,Ageratina altissima var. altissima,Yosemite National Park,152,Vascular Plant,White Snakeroot,
336,Ageratina altissima var. roanensis,Bryce National Park,96,Vascular Plant,White Snakeroot,
337,Ageratina altissima var. roanensis,Great Smoky Mountains National Park,63,Vascular Plant,White Snakeroot,
338,Ageratina altissima var. roanensis,Yellowstone National Park,249,Vascular Plant,White Snakeroot,
339,Ageratina altissima var. roanensis,Yosemite National Park,139,Vascular Plant,White Snakeroot,
340,Ageratina aromatica var. aromatica,Bryce National Park,110,Vascular Plant,Lesser Snakeroot,
341,Ageratina aromatica var. aromatica,Great Smoky Mountains National Park,84,Vascular Plant,Lesser Snakeroot,
342,Ageratina aromatica var. aromatica,Yellowstone National Park,205,Vascular Plant,Lesser Snakeroot,
343,Ageratina aromatica var. aromatica,Yosemite National Park,117,Vascular Plant,Lesser Snakeroot,
344,Ageratina occidentalis,Bryce National Park,89,Vascular Plant,"Western Eupatorium, Western Joepyeweed, Western Snakeroot",
345,Ageratina occidentalis,Great Smoky Mountains National Park,74,Vascular Plant,"Western Eupatorium, Western Joepyeweed, Western Snakeroot",
346,Ageratina occidentalis,Yellowstone National Park,246,Vascular Plant,"Western Eupatorium, Western Joepyeweed, Western Snakeroot",
347,Ageratina occidentalis,Yosemite National Park,146,Vascular Plant,"Western Eupatorium, Western Joepyeweed, Western Snakeroot",
348,Agkistrodon contortrix mokasen,Bryce National Park,101,Reptile,Northern Copperhead,
349,Agkistrodon contortrix mokasen,Great Smoky Mountains National Park,43,Reptile,Northern Copperhead,
350,Agkistrodon contortrix mokasen,Yellowstone National Park,212,Reptile,Northern Copperhead,
351,Agkistrodon contortrix mokasen,Yosemite National Park,152,Reptile,Northern Copperhead,
352,Agoseris aurantiaca,Bryce National Park,111,Vascular Plant,"Orange Agoseris, Orange-Flowered False-Dandelion",
353,Agoseris aurantiaca,Great Smoky Mountains National Park,81,Vascular Plant,"Orange Agoseris, Orange-Flowered False-Dandelion",
354,Agoseris aurantiaca,Yellowstone National Park,241,Vascular Plant,"Orange Agoseris, Orange-Flowered False-Dandelion",
355,Agoseris aurantiaca,Yosemite National Park,146,Vascular Plant,"Orange Agoseris, Orange-Flowered False-Dandelion",
356,Agoseris elata,Bryce National Park,114,Vascular Plant,Tall Agoseris,
357,Agoseris elata,Great Smoky Mountains National Park,68,Vascular Plant,Tall Agoseris,
358,Agoseris elata,Yellowstone National Park,239,Vascular Plant,Tall Agoseris,
359,Agoseris elata,Yosemite National Park,130,Vascular Plant,Tall Agoseris,
360,Agoseris glauca var. dasycephala,Bryce National Park,114,Vascular Plant,"Pale Agoseris, Pale Goat-Chicory",
361,Agoseris glauca var. dasycephala,Great Smoky Mountains National Park,93,Vascular Plant,"Pale Agoseris, Pale Goat-Chicory",
362,Agoseris glauca var. dasycephala,Yellowstone National Park,257,Vascular Plant,"Pale Agoseris, Pale Goat-Chicory",
363,Agoseris glauca var. dasycephala,Yosemite National Park,154,Vascular Plant,"Pale Agoseris, Pale Goat-Chicory",
364,Agoseris glauca var. glauca,Bryce National Park,100,Vascular Plant,Pale Agoseris,
365,Agoseris glauca var. glauca,Great Smoky Mountains National Park,62,Vascular Plant,Pale Agoseris,
366,Agoseris glauca var. glauca,Yellowstone National Park,280,Vascular Plant,Pale Agoseris,
367,Agoseris glauca var. glauca,Yosemite National Park,169,Vascular Plant,Pale Agoseris,
368,Agoseris glauca var. laciniata,Bryce National Park,120,Vascular Plant,"Arizona Mountain Dandelion, False Agoseris",
369,Agoseris glauca var. laciniata,Great Smoky Mountains National Park,43,Vascular Plant,"Arizona Mountain Dandelion, False Agoseris",
370,Agoseris glauca var. laciniata,Yellowstone National Park,290,Vascular Plant,"Arizona Mountain Dandelion, False Agoseris",
371,Agoseris glauca var. laciniata,Yosemite National Park,146,Vascular Plant,"Arizona Mountain Dandelion, False Agoseris",
372,Agoseris glauca var. monticola,Bryce National Park,61,Vascular Plant,Pale Agoseris,
373,Agoseris glauca var. monticola,Great Smoky Mountains National Park,40,Vascular Plant,Pale Agoseris,
374,Agoseris glauca var. monticola,Yellowstone National Park,245,Vascular Plant,Pale Agoseris,
375,Agoseris glauca var. monticola,Yosemite National Park,138,Vascular Plant,Pale Agoseris,
376,Agoseris grandiflora,Bryce National Park,107,Vascular Plant,"Bigflower Agoseris, Shortbeak Agoseris",
377,Agoseris grandiflora,Great Smoky Mountains National Park,68,Vascular Plant,"Bigflower Agoseris, Shortbeak Agoseris",
378,Agoseris grandiflora,Yellowstone National Park,221,Vascular Plant,"Bigflower Agoseris, Shortbeak Agoseris",
379,Agoseris grandiflora,Yosemite National Park,181,Vascular Plant,"Bigflower Agoseris, Shortbeak Agoseris",
380,Agoseris heterophylla,Bryce National Park,120,Vascular Plant,"Annual Agoseris, Annual Goatsbeard, Mountain Dandelion",
381,Agoseris heterophylla,Great Smoky Mountains National Park,92,Vascular Plant,"Annual Agoseris, Annual Goatsbeard, Mountain Dandelion",
382,Agoseris heterophylla,Yellowstone National Park,277,Vascular Plant,"Annual Agoseris, Annual Goatsbeard, Mountain Dandelion",
383,Agoseris heterophylla,Yosemite National Park,147,Vascular Plant,"Annual Agoseris, Annual Goatsbeard, Mountain Dandelion",
384,Agoseris lackschewitzii,Bryce National Park,94,Vascular Plant,Mill Creek Agoseris,
385,Agoseris lackschewitzii,Great Smoky Mountains National Park,46,Vascular Plant,Mill Creek Agoseris,
386,Agoseris lackschewitzii,Yellowstone National Park,263,Vascular Plant,Mill Creek Agoseris,
387,Agoseris lackschewitzii,Yosemite National Park,138,Vascular Plant,Mill Creek Agoseris,
388,Agoseris retrorsa,Bryce National Park,124,Vascular Plant,Spearleaf Agoseris,
389,Agoseris retrorsa,Great Smoky Mountains National Park,84,Vascular Plant,Spearleaf Agoseris,
390,Agoseris retrorsa,Yellowstone National Park,280,Vascular Plant,Spearleaf Agoseris,
391,Agoseris retrorsa,Yosemite National Park,118,Vascular Plant,Spearleaf Agoseris,
392,Agrimonia gryposepala,Bryce National Park,80,Vascular Plant,"Large-Fruited Agrimony, Tall Hairy Groovebur",
393,Agrimonia gryposepala,Great Smoky Mountains National Park,67,Vascular Plant,"Large-Fruited Agrimony, Tall Hairy Groovebur",
394,Agrimonia gryposepala,Yellowstone National Park,232,Vascular Plant,"Large-Fruited Agrimony, Tall Hairy Groovebur",
395,Agrimonia gryposepala,Yosemite National Park,145,Vascular Plant,"Large-Fruited Agrimony, Tall Hairy Groovebur",
396,Agrimonia microcarpa,Bryce National Park,101,Vascular Plant,Smallfruit Agrimony,
397,Agrimonia microcarpa,Great Smoky Mountains National Park,80,Vascular Plant,Smallfruit Agrimony,
398,Agrimonia microcarpa,Yellowstone National Park,254,Vascular Plant,Smallfruit Agrimony,
399,Agrimonia microcarpa,Yosemite National Park,126,Vascular Plant,Smallfruit Agrimony,
400,Agrimonia parviflora,Bryce National Park,105,Vascular Plant,"Small-Flower Groovebur, Small-Flowered Agrimony",
401,Agrimonia parviflora,Great Smoky Mountains National Park,78,Vascular Plant,"Small-Flower Groovebur, Small-Flowered Agrimony",
402,Agrimonia parviflora,Yellowstone National Park,232,Vascular Plant,"Small-Flower Groovebur, Small-Flowered Agrimony",
403,Agrimonia parviflora,Yosemite National Park,168,Vascular Plant,"Small-Flower Groovebur, Small-Flowered Agrimony",
404,Agrimonia pubescens,Bryce National Park,117,Vascular Plant,"Hairy Agrimony, Soft Groovebur",
405,Agrimonia pubescens,Great Smoky Mountains National Park,93,Vascular Plant,"Hairy Agrimony, Soft Groovebur",
406,Agrimonia pubescens,Yellowstone National Park,238,Vascular Plant,"Hairy Agrimony, Soft Groovebur",
407,Agrimonia pubescens,Yosemite National Park,154,Vascular Plant,"Hairy Agrimony, Soft Groovebur",
408,Agrimonia rostellata,Bryce National Park,101,Vascular Plant,"Beaked Agrimony, Woodland Agrimony",
409,Agrimonia rostellata,Great Smoky Mountains National Park,116,Vascular Plant,"Beaked Agrimony, Woodland Agrimony",
410,Agrimonia rostellata,Yellowstone National Park,249,Vascular Plant,"Beaked Agrimony, Woodland Agrimony",
411,Agrimonia rostellata,Yosemite National Park,148,Vascular Plant,"Beaked Agrimony, Woodland Agrimony",
412,Agrostemma githago,Bryce National Park,92,Vascular Plant,"Common Corncockle, Corncockle",
413,Agrostemma githago,Great Smoky Mountains National Park,134,Vascular Plant,"Common Corncockle, Corncockle",
414,Agrostemma githago,Yellowstone National Park,260,Vascular Plant,"Common Corncockle, Corncockle",
415,Agrostemma githago,Yosemite National Park,186,Vascular Plant,"Common Corncockle, Corncockle",
416,Agrostis capillaris,Bryce National Park,208,Vascular Plant,"Colonial Bent, Colonial Bentgrass",
417,Agrostis capillaris,Great Smoky Mountains National Park,181,Vascular Plant,"Colonial Bent, Colonial Bentgrass",
418,Agrostis capillaris,Yellowstone National Park,508,Vascular Plant,"Colonial Bent, Colonial Bentgrass",
419,Agrostis capillaris,Yosemite National Park,322,Vascular Plant,"Colonial Bent, Colonial Bentgrass",
420,Agrostis elliottiana,Bryce National Park,74,Vascular Plant,"Elliott Bentgrass, Elliott's Bentgrass",
421,Agrostis elliottiana,Great Smoky Mountains National Park,72,Vascular Plant,"Elliott Bentgrass, Elliott's Bentgrass",
422,Agrostis elliottiana,Yellowstone National Park,235,Vascular Plant,"Elliott Bentgrass, Elliott's Bentgrass",
423,Agrostis elliottiana,Yosemite National Park,163,Vascular Plant,"Elliott Bentgrass, Elliott's Bentgrass",
424,Agrostis exarata,Bryce National Park,105,Vascular Plant,Spike Bentgrass,
425,Agrostis exarata,Great Smoky Mountains National Park,93,Vascular Plant,Spike Bentgrass,
426,Agrostis exarata,Yellowstone National Park,241,Vascular Plant,Spike Bentgrass,
427,Agrostis exarata,Yosemite National Park,116,Vascular Plant,Spike Bentgrass,
428,Agrostis gigantea,Bryce National Park,220,Vascular Plant,"Black Bent, Redtop, Water Bentgrass",
429,Agrostis gigantea,Great Smoky Mountains National Park,150,Vascular Plant,"Black Bent, Redtop, Water Bentgrass",
430,Agrostis gigantea,Yellowstone National Park,488,Vascular Plant,"Black Bent, Redtop, Water Bentgrass",
431,Agrostis gigantea,Yosemite National Park,276,Vascular Plant,"Black Bent, Redtop, Water Bentgrass",
432,Agrostis humilis,Bryce National Park,108,Vascular Plant,"Alpine Bentgrass, Mountain Bent Grass",
433,Agrostis humilis,Great Smoky Mountains National Park,115,Vascular Plant,"Alpine Bentgrass, Mountain Bent Grass",
434,Agrostis humilis,Yellowstone National Park,250,Vascular Plant,"Alpine Bentgrass, Mountain Bent Grass",
435,Agrostis humilis,Yosemite National Park,179,Vascular Plant,"Alpine Bentgrass, Mountain Bent Grass",
436,Agrostis hyemalis,Bryce National Park,64,Vascular Plant,"Hairgrass, Winter Bentgrass",
437,Agrostis hyemalis,Great Smoky Mountains National Park,59,Vascular Plant,"Hairgrass, Winter Bentgrass",
438,Agrostis hyemalis,Yellowstone National Park,255,Vascular Plant,"Hairgrass, Winter Bentgrass",
439,Agrostis hyemalis,Yosemite National Park,152,Vascular Plant,"Hairgrass, Winter Bentgrass",
440,Agrostis idahoensis,Bryce National Park,91,Vascular Plant,"Idaho Bentgrass, Idaho Redtop",
441,Agrostis idahoensis,Great Smoky Mountains National Park,42,Vascular Plant,"Idaho Bentgrass, Idaho Redtop",
442,Agrostis idahoensis,Yellowstone National Park,249,Vascular Plant,"Idaho Bentgrass, Idaho Redtop",
443,Agrostis idahoensis,Yosemite National Park,144,Vascular Plant,"Idaho Bentgrass, Idaho Redtop",
444,Agrostis mertensii,Bryce National Park,162,Vascular Plant,"Arctic Bentgrass, Northern Bentgrass",
445,Agrostis mertensii,Great Smoky Mountains National Park,141,Vascular Plant,"Arctic Bentgrass, Northern Bentgrass",
